time,Processes,FD,CPU,Apache children,errors,priority,memory,deleted FD,failed requests,no. of connections,halfopen connections,authenticated,transaction,stay-time
398,351,3112,52,8,O,2,38.2,192,30,843,173,3,3,3
399,351,3112,38.51,8,O,2,38.2,192,30,843,173,5,5,3
400,351,3112,48.41,8,O,2,38.2,192,30,843,173,0,0,3
401,351,3111,24.24,8,O,2,38.2,192,30,843,173,0,0,3
402,351,3111,3.51,8,O,2,40.02,192,30,843,173,0,0,3
403,351,3115,0.62,8,O,2,40.02,192,30,843,173,0,0,3
404,351,3113,0.94,8,O,2,40.02,192,30,843,173,0,0,3
405,351,3110,0.75,8,O,2,40.02,192,30,843,173,0,0,3
406,351,3110,0.81,8,O,2,40.02,192,30,843,173,0,0,3
407,351,3111,0.94,8,O,2,40.02,192,30,846,173,0,0,3
408,351,3110,0.69,8,O,2,40.02,192,30,846,173,0,0,3
409,351,3111,0.88,8,O,3,55.68,192,30,846,173,0,0,3
410,351,3110,0.69,8,O,5,55.68,192,30,843,173,0,0,3
411,351,3110,0.94,8,O,12,55.68,192,30,843,173,0,0,3
412,351,3110,0.63,8,O,2,55.68,192,30,843,173,0,0,3
413,351,3112,0.75,8,O,4,55.68,192,30,843,173,0,0,3
414,351,3109,0.75,8,O,3,55.68,192,30,843,173,0,0,3
415,351,3110,0.5,8,O,2,55.68,192,30,841,155,0,0,3
416,351,3113,0.81,8,O,6,55.68,192,30,841,155,0,0,3
417,351,3109,0.5,8,O,6,55.68,192,30,841,155,0,0,3
418,351,3112,0.5,8,O,9,55.68,192,30,841,155,0,0,3
419,351,3109,0.75,8,O,8,55.68,192,30,841,155,0,0,3
420,351,3112,0.69,8,O,7,55.68,192,30,841,155,0,0,3
421,351,3111,0.5,8,O,8,55.68,192,30,841,155,0,0,3
422,351,3113,0.75,8,O,3,55.68,192,30,842,155,1,0,3
423,351,3113,0.44,8,O,5,55.68,192,30,843,155,0,0,3
424,351,3110,0.56,8,O,9,55.68,192,30,843,155,2,2,3
425,351,3111,0.81,8,O,2,48.87,192,30,843,155,1,1,3
426,351,3110,0.56,8,O,4,48.87,192,30,843,155,3,3,3
427,343,3111,0.69,8,O,3,48.87,192,30,843,155,4,4,3
428,343,3113,0.56,8,O,2,45.12,192,30,843,155,6,6,3
429,343,3110,0.19,8,O,1,65.78,192,30,843,155,2,2,3
430,343,3111,0.31,8,O,2,65.78,192,30,843,155,1,1,3
431,343,3110,0.13,8,O,3,65.78,192,30,843,155,3,3,3
432,343,3112,0.44,8,O,2,65.78,192,30,843,155,4,4,3
433,343,3112,0.31,8,O,5,65.78,192,30,843,155,7,7,3
434,342,3109,0.62,8,O,4,65.78,192,30,843,155,8,8,3
435,342,3115,0.25,8,O,7,65.78,192,30,843,155,10,10,3
436,342,3113,0.44,8,O,1,65.78,192,30,843,155,1,1,3
437,342,3115,0.31,8,O,0,65.78,192,30,843,155,3,3,3
438,342,3117,0.25,8,O,2,65.78,192,30,843,155,2,2,3
439,342,3113,0.25,8,O,1,65.78,192,30,843,155,1,1,3
440,341,3114,0.38,8,O,3,65.78,192,30,843,155,1,1,3
441,341,3113,0.19,8,O,4,65.78,192,30,843,155,2,2,3
442,341,3114,0.19,8,O,6,65.78,192,30,843,155,3,3,3
443,341,3112,0.19,8,O,5,65.78,192,30,843,155,5,5,3
444,341,3115,0.12,8,O,4,65.78,192,30,843,155,4,4,3
445,341,3112,0.19,8,O,7,65.78,192,30,843,155,6,6,3
446,341,3114,0.06,8,O,1,65.78,192,30,843,155,1,1,3
447,341,3112,0.31,8,O,0,65.78,192,30,843,155,2,2,3
448,341,3112,0.38,8,O,2,65.78,192,30,843,155,15,14,3
449,341,3112,0.38,8,O,1,65.78,192,30,843,155,2,2,3
450,341,3113,0.5,8,O,3,65.78,192,30,843,155,3,3,3
451,341,3111,0.13,8,O,4,65.78,192,30,843,155,2,2,3
452,341,3110,0.31,8,O,6,35.5,192,30,843,155,1,1,3
453,341,3111,0.56,8,O,2,36.2,192,30,843,155,3,3,3
454,341,3110,0.13,8,O,1,36.6,192,30,843,155,5,5,3
455,341,3111,92,8,O,3,36.1,192,30,843,155,4,4,3
456,341,3110,92.78,8,O,4,38,192,30,843,155,6,6,3
457,338,3111,92.35,8,O,7,35.4,192,30,843,155,9,9,3
458,338,3110,92.92,8,O,8,36.2,192,30,843,155,8,8,3
459,338,3073,92.34,8,O,5,38.2,192,30,843,155,7,7,3
460,344,3072,90.19,8,O,1,38.2,192,30,843,155,12,2,3
461,345,3136,91.2,8,O,3,38.2,192,30,843,155,3,3,3
462,345,3134,91.49,8,O,2,38.2,192,30,843,155,5,5,3
463,346,3137,83.3,8,O,1,38.2,192,30,843,155,19,9,3
464,350,3134,91.98,8,O,1,38.2,192,30,843,155,2,2,3
465,354,3133,89.29,8,O,2,38.2,192,30,843,155,4,4,3
466,354,3138,75.7,8,O,3,38.2,192,30,843,155,3,3,3
467,354,3136,78.4,8,O,5,38.2,192,30,843,155,2,2,3
468,354,3136,86.92,8,O,4,42.56,192,30,843,155,10,10,3
469,354,3136,85.27,8,O,6,42.56,192,30,843,155,0,0,3
470,354,3134,66.07,8,O,1,42.56,192,30,843,155,0,0,3
471,354,3135,81.39,8,O,2,42.48,192,30,843,155,0,0,3
472,354,3133,70.14,8,O,15,42.48,192,30,843,155,0,0,3
473,354,3136,79.88,8,O,2,42.48,192,30,843,155,0,0,3
474,354,3136,87.77,8,O,3,42.48,192,30,841,155,0,0,3
475,354,3136,84.25,8,O,2,42.48,192,30,841,155,0,0,3
476,354,3136,82.39,8,O,1,42.48,192,30,841,155,0,0,3
477,354,3136,84.24,8,O,3,42.48,192,30,841,155,0,0,3
478,354,3144,83.1,8,O,5,42.48,192,30,841,155,0,0,3
479,354,3141,89.15,8,O,4,42.48,192,30,841,155,0,0,3
480,354,3141,87.89,8,O,6,41.96,192,30,841,155,0,0,3
481,354,3144,89.69,8,O,9,41.87,192,30,841,155,0,0,3
482,354,3143,89.6,8,O,8,35.39,192,30,841,155,0,0,3
483,354,3142,87.53,8,O,7,35.39,192,30,842,155,0,0,3
484,354,3143,91.48,8,O,6,35.39,192,30,843,155,0,0,3
485,354,3141,87.14,8,O,3,35.39,192,30,843,155,0,0,3
486,354,3144,89.43,8,O,5,35.39,192,30,843,155,0,0,3
487,354,3132,90.03,8,O,7,35.39,192,30,843,155,0,0,3
488,354,3132,80.67,8,O,2,30.9,192,30,843,155,0,0,3
489,354,3134,86.44,8,O,4,59.1,192,30,843,155,0,0,3
490,354,3132,87.51,8,O,3,59,192,30,843,155,0,0,3
491,354,3132,87.53,8,O,2,60.87,192,30,843,155,0,0,3
492,354,3132,88.45,8,O,8,60.87,192,30,843,155,0,0,3
493,354,3129,85.8,8,O,6,60.87,192,30,843,155,0,0,3
494,354,3126,91.99,8,O,9,60.87,192,30,843,155,0,0,3
495,354,3126,90.14,8,O,8,60.87,192,30,843,155,0,0,3
496,354,3125,91.45,8,O,7,60.87,192,30,843,155,0,0,3
497,354,3124,89.05,8,O,1,60.87,192,30,843,155,0,0,3
498,354,3125,86.84,8,O,3,58.46,192,30,843,155,0,0,3
499,354,3124,84.53,8,O,5,58.46,192,30,843,155,0,0,3
500,354,3126,89.91,8,O,4,58.46,192,30,843,155,0,0,3
501,354,3124,82.01,8,O,6,58.46,192,30,843,155,0,0,3
502,354,3124,87.52,8,O,9,58.46,192,30,843,156,0,0,3
503,354,3126,88.95,8,O,8,58.46,192,30,843,157,0,0,3
504,354,3127,81.2,8,O,7,58.46,192,30,843,158,0,0,3
505,354,3130,88,8,O,10,58.46,192,30,843,159,0,0,3
506,354,3138,92.08,8,O,3,58.46,192,30,843,160,0,0,3
507,354,3136,89.28,8,O,5,59.54,192,30,843,161,0,0,3
508,354,3139,90.74,8,O,2,43.53,192,30,843,162,0,0,3
509,354,3138,83.12,8,O,2,43.53,192,30,843,163,0,0,3
510,354,3134,89.71,8,O,4,38.2,192,30,843,164,0,0,3
511,354,3183,91.26,8,O,3,38.2,192,30,843,165,0,0,3
512,354,3181,67.2,8,O,2,38.2,192,30,843,166,0,0,3
513,354,3185,86.13,8,O,9,38.2,192,30,843,167,0,0,3
514,354,3187,89.17,8,O,6,20,192,30,843,168,0,0,3
515,354,3169,90.47,8,O,9,35.5,192,30,846,169,0,0,3
516,354,3169,89.08,8,O,8,36.2,192,30,846,170,0,0,3
517,354,3168,80.4,8,O,7,36.6,192,30,846,171,0,0,3
518,354,3171,88.25,8,O,4,36.1,192,30,843,172,0,0,3
519,354,3171,89.56,8,O,3,38,192,30,843,173,0,0,3
520,354,3173,88.34,8,O,5,35.4,192,30,843,174,0,0,3
521,354,3173,89.95,8,O,8,36.2,192,30,843,175,0,0,3
522,354,3170,90.73,8,O,2,38.2,192,30,843,176,0,0,3
523,354,3173,91.1,8,O,4,38.2,192,30,843,177,0,0,3
524,354,3171,91.55,8,O,3,38.2,192,30,843,178,0,0,3
525,354,3168,91.19,8,O,2,38.2,192,30,843,179,0,0,3
526,354,3171,90.46,8,O,5,38.2,192,30,843,180,0,0,3
527,354,3169,88.99,8,O,2,40.02,192,30,843,181,0,0,3
528,354,3172,90.49,8,O,3,40.02,192,30,843,182,0,0,3
529,354,3171,91.13,8,O,2,40.02,192,30,843,183,0,0,3
530,354,3169,90.91,8,O,5,40.02,192,30,843,184,0,0,3
531,354,3169,90.97,8,O,4,40.02,192,30,843,185,0,0,3
532,354,3170,81.53,8,O,7,40.02,192,30,843,186,0,0,3
533,354,3172,88.93,8,O,1,40.02,192,30,843,187,0,0,3
534,354,3174,90.63,8,O,0,55.68,192,30,842,188,0,0,3
535,354,3174,84.68,8,O,2,55.68,192,30,842,189,0,0,3
536,354,3171,91.04,8,O,1,55.68,192,30,841,190,0,0,3
537,354,3171,90.36,8,O,3,55.68,192,30,841,191,0,0,3
538,354,3134,91.12,8,O,4,55.68,192,30,841,192,0,0,3
539,354,3131,91.19,8,O,6,55.68,192,30,841,193,0,0,3
540,354,3131,90.7,8,O,5,55.68,192,30,841,194,0,0,3
541,354,3172,90.33,8,O,4,55.68,192,30,842,195,0,0,3
542,354,3172,90.2,8,O,7,55.68,192,30,843,196,0,0,3
543,354,3171,91.02,8,O,1,55.68,192,30,843,197,0,0,3
544,354,3171,89.11,8,O,0,55.68,192,30,843,198,0,0,3
545,354,3174,90.44,8,O,2,55.68,192,30,843,199,0,0,3
546,354,3172,91.19,8,O,1,55.68,192,30,843,200,0,0,3
547,354,3173,90.72,8,O,3,55.68,192,30,843,201,1,1,3
548,354,3169,90.86,8,O,4,55.68,192,30,843,202,2,2,3
549,354,3175,90.61,8,O,6,55.68,192,30,843,203,5,5,3
550,354,3172,90.89,8,O,2,48.87,192,30,843,204,7,7,3
551,354,3172,90.77,8,O,1,48.87,192,30,843,205,4,4,3
552,354,3171,89.97,8,O,3,48.87,192,30,843,206,3,3,3
553,354,3172,90.76,8,O,4,45.12,192,30,843,207,2,2,3
554,354,3170,91.38,8,O,7,65.78,192,30,843,208,10,1,3
555,354,3182,92.3,8,O,8,65.78,192,30,843,209,6,6,3
556,354,3182,91.14,8,O,7,65.78,192,30,843,210,9,9,3
557,354,3182,80.79,8,O,1,65.78,192,30,843,211,8,8,3
558,354,3182,83.67,8,O,3,65.78,192,30,843,212,7,7,3
559,354,3182,81.44,8,O,2,65.78,192,30,843,213,12,6,3
560,354,3179,90.7,8,O,1,65.78,192,30,843,214,3,3,3
561,354,3179,90.43,8,O,1,65.78,192,30,843,215,5,5,3
562,354,3180,91.18,8,O,2,65.78,192,30,843,216,19,8,3
563,354,3143,90.78,8,O,3,65.78,192,30,843,217,2,2,3
564,354,3131,90.53,8,O,5,65.78,192,30,843,218,4,4,3
565,354,3170,90.26,8,O,4,65.78,192,30,843,219,3,3,3
566,354,3172,90.75,8,O,6,65.78,192,30,843,220,2,2,3
567,354,3170,90.85,8,O,1,65.78,192,30,843,221,10,10,3
568,354,3169,91.35,8,O,2,65.78,192,30,843,222,2,2,3
569,354,3169,90.97,8,O,5,65.78,192,30,843,223,3,3,3
570,354,3170,90.94,8,O,2,65.78,192,30,843,224,2,2,3
571,354,3170,92,8,O,3,65.78,192,30,843,225,5,5,3
572,354,3172,91.33,8,O,2,65.78,192,30,843,226,4,4,2
573,354,3172,90.4,8,O,1,65.78,192,30,843,227,7,7,2
574,354,3170,88.74,8,O,3,65.78,192,30,843,228,1,1,2
575,354,3170,90.8,8,O,5,65.78,192,30,843,229,0,0,2
576,354,3173,91.27,8,O,4,65.78,192,30,843,230,2,2,2
577,354,3171,82.29,8,O,6,35.5,192,30,843,231,1,1,2
578,354,3175,91.53,8,O,9,36.2,192,30,843,232,3,3,2
579,354,3169,84.24,8,O,8,36.6,192,30,843,233,4,4,2
580,354,3172,91.41,8,O,7,36.1,192,30,843,234,6,6,2
581,354,3171,90.38,8,O,2,38,192,30,843,235,5,5,2
582,354,3170,90.66,8,O,3,35.4,192,30,843,236,4,4,2
583,354,3170,91.03,8,O,5,36.2,192,30,843,237,7,7,2
584,354,3169,91.31,8,O,0,38.2,192,30,843,238,1,1,2
585,354,3172,91.3,8,O,2,38.2,192,30,843,239,0,0,2
586,354,3171,91.58,8,O,4,38.2,192,30,843,240,2,2,2
587,354,3173,91.06,8,O,3,38.2,192,30,843,241,1,1,2
588,354,3172,91.45,8,O,2,38.2,192,30,843,242,3,3,2
589,354,3173,85.9,8,O,0,38.2,192,30,843,243,4,4,2
590,354,3170,90.56,8,O,6,38.2,192,30,843,244,6,6,2
591,354,3172,90.67,8,O,9,38.2,192,30,843,245,2,2,2
592,354,3173,90.24,8,O,8,38.2,192,30,843,246,1,1,2
593,354,3173,90.33,8,O,7,42.56,192,30,843,247,3,3,2
594,354,3131,87.82,8,O,9,42.56,192,30,841,248,4,4,2
595,354,3134,91.16,8,O,8,42.56,192,30,841,249,7,7,2
596,354,3134,81.18,8,O,3,42.48,192,30,841,250,8,8,2
597,354,3134,89.36,8,O,5,42.48,192,30,841,251,10,10,2
598,354,3133,88.9,8,O,5,42.48,192,30,841,252,1,1,2
599,354,3133,86.39,8,O,2,42.48,192,30,841,253,3,3,2
600,354,3133,89.72,8,O,4,42.48,192,30,841,254,2,2,2
601,354,3131,88.92,8,O,3,42.48,192,30,839,255,1,1,2
602,354,3133,89.13,8,O,2,42.48,192,30,839,256,1,1,2
603,354,3132,87.46,8,O,6,42.48,192,30,839,257,2,2,2
604,354,3134,85.55,8,O,6,42.48,192,30,839,218,3,3,2
605,354,3132,88.28,8,O,9,41.96,192,30,839,219,5,5,2
606,354,3133,88.23,5,O,8,41.87,192,30,835,220,4,4,2
607,354,3131,86.58,6,O,7,35.39,192,30,839,221,6,6,2
608,354,3134,87.33,8,O,7,35.39,192,30,839,222,1,1,2
609,354,3133,84.74,12,O,3,35.39,192,30,844,223,2,2,2
610,354,3134,87.48,12,O,5,35.39,192,30,844,224,15,15,2
611,354,3133,87.95,12,O,8,35.39,192,30,844,225,2,2,2
612,354,3132,86.38,12,O,2,35.39,192,30,844,226,3,3,2
613,354,3133,86.1,12,O,4,30.9,192,30,844,227,2,2,2
614,354,3132,75.61,12,O,3,59.1,192,30,844,228,1,1,2
615,354,3133,87.91,12,O,2,59,192,30,844,229,3,3,2
616,354,3131,89.58,12,O,1,60.87,192,30,844,230,5,5,2
617,354,3103,90.28,12,O,2,60.87,192,30,844,231,4,4,2
618,354,3102,86.04,12,O,3,60.87,192,30,844,232,6,6,2
619,354,3104,74.4,12,O,2,60.87,192,30,844,233,9,9,2
620,354,3102,63.4,12,O,5,60.87,192,30,844,234,8,8,2
621,354,3102,75.39,12,O,4,60.87,192,30,844,235,7,7,2
622,355,3102,80.77,12,O,7,60.87,192,30,844,236,12,12,2
623,354,3102,85.92,12,O,1,58.46,192,30,844,237,3,3,2
624,354,3137,72.15,12,O,0,58.46,192,30,844,238,5,5,2
625,354,3137,78.82,12,O,2,58.46,192,30,844,239,19,19,2
626,354,3102,88.08,12,O,1,58.46,192,30,844,240,2,2,2
627,354,3104,91.39,12,O,3,58.46,192,30,844,241,4,4,2
628,354,3103,90.24,12,O,4,58.46,192,30,844,242,3,3,2
629,354,3102,89.69,12,O,6,58.46,192,30,844,243,2,2,2
630,354,3104,86.2,12,O,5,58.46,192,30,844,244,10,10,2
631,354,3104,88.72,12,O,4,58.46,192,30,844,242,6,6,2
632,354,3104,88.78,12,O,7,59.54,192,30,844,243,9,9,2
633,354,3135,91.8,12,O,1,43.53,192,30,844,244,8,8,2
634,354,3131,82.57,12,O,0,43.53,192,30,844,245,7,7,2
635,354,3134,89.09,12,O,2,43.53,192,30,844,246,12,12,2
636,354,3134,91.08,12,O,1,76.85,192,30,844,247,3,3,2
637,354,3131,90.15,12,O,3,76.85,192,30,844,248,5,5,2
638,354,3130,91.91,12,O,4,76.85,192,30,844,249,4,4,2
639,354,3130,90.01,12,O,6,76.85,192,30,844,250,6,6,2
640,354,3130,90.06,12,O,2,56.36,192,30,844,251,9,9,2
641,354,3101,91.36,12,O,1,56.36,192,30,844,252,8,8,2
642,354,3100,91.95,12,O,3,56.36,192,30,844,253,7,7,2
643,354,3101,92.76,12,O,4,56.36,192,30,844,254,12,12,2
644,354,3100,91.53,12,O,7,56.36,192,30,844,255,3,3,2
645,354,3101,80.17,12,O,8,56.36,192,30,844,256,5,5,2
646,354,3104,80.1,12,O,9,76,192,30,844,257,19,19,2
647,354,3100,86.61,12,O,1,76,192,30,844,218,2,2,2
648,354,3135,89.81,12,O,3,76,192,30,844,219,4,4,2
649,354,3129,89.64,12,O,2,45.16,192,30,844,220,3,3,2
650,354,3132,89.5,12,O,1,45.16,192,30,844,221,4,4,2
651,354,3131,89.2,12,O,1,45.16,192,30,844,222,3,3,2
652,354,3130,89.81,12,O,2,45.16,192,30,844,223,2,2,2
653,354,3101,88.64,12,O,3,47,192,30,844,224,10,10,2
654,354,3103,88.74,12,O,5,47.56,192,30,844,225,6,6,2
655,354,3101,76.77,12,O,4,75.58,192,30,844,226,9,9,2
656,354,3099,89.24,12,O,6,35.5,192,30,844,227,8,8,2
657,354,3102,89.21,12,O,1,36.2,192,30,844,228,7,7,2
658,354,3100,92.42,12,O,2,36.6,192,30,844,229,12,12,2
659,354,3099,93.12,12,O,15,36.1,192,30,847,230,3,3,2
660,354,3100,91.43,12,O,2,38,192,30,847,231,5,5,2
661,353,3099,92.32,12,O,3,35.4,192,30,844,232,19,19,2
662,353,3101,84.36,12,O,2,36.2,192,30,844,233,2,2,2
663,353,3100,91.09,12,O,1,38.2,192,30,844,234,4,4,2
664,353,3100,91.06,12,O,3,38.2,192,30,844,235,3,3,2
665,353,3099,91.45,12,O,5,38.2,192,30,844,236,2,2,2
666,353,3103,92.5,12,O,4,38.2,192,30,844,237,10,10,2
667,353,3093,89.84,12,O,6,38.2,192,30,844,238,2,2,2
668,353,3093,91.63,12,O,9,38.2,192,30,844,242,3,3,2
669,353,3092,91.43,12,O,8,38.2,192,30,844,243,2,2,2
670,353,3095,86.79,12,O,7,38.2,192,30,844,244,5,5,2
671,353,3092,91.32,12,O,12,38.2,192,30,844,245,4,4,2
672,353,3095,92.58,12,O,3,38.2,192,30,844,246,7,7,2
673,353,3094,91.38,12,O,5,38.2,71,30,844,247,1,1,2
674,353,3092,90.31,12,O,19,38.2,71,30,844,248,0,0,2
675,349,3095,74.32,12,O,2,38.2,71,30,844,249,2,2,2
676,349,3093,91.56,12,O,4,38.2,71,30,844,250,1,1,2
677,349,3093,92.43,12,O,3,38.2,71,30,844,251,3,3,2
678,349,3128,91.03,12,O,2,38.2,71,30,844,252,4,4,2
679,349,3124,91.98,12,O,10,38.2,71,30,844,253,6,6,2
680,349,3123,79.93,12,O,6,38.2,71,30,844,254,5,5,2
681,349,3126,39.28,12,O,9,38.2,71,30,844,255,4,4,2
682,349,3123,0.69,12,O,8,38.2,71,30,844,256,7,7,2
683,349,3093,0.63,12,O,7,38.2,45,30,844,257,1,1,2
684,349,3094,0.56,12,O,12,38.2,54,30,844,218,0,0,2
685,349,3093,0.56,12,O,4,38.2,54,30,844,219,2,2,2
686,349,3094,0.94,12,O,3,38.2,54,30,844,220,1,1,2
687,349,3092,0.69,12,O,2,38.2,54,30,844,221,3,3,2
688,349,3093,0.63,12,O,10,38.2,54,30,844,222,4,4,2
689,349,3093,0.56,12,O,6,38.2,51,30,844,223,6,6,2
690,349,3094,0.19,12,O,9,38.2,57,30,844,224,2,2,2
691,349,3093,0.12,12,O,8,38.2,56,30,844,225,1,1,2
692,349,3096,0.06,12,O,7,38.2,44,30,844,226,3,3,2
693,349,3095,0.06,12,O,12,38.2,44,30,844,227,4,4,2
694,349,3095,0.06,12,O,3,38.2,44,30,844,228,7,7,2
695,349,3095,0.06,12,O,5,38.2,44,30,844,229,8,8,2
696,349,3093,0.06,12,O,4,38.2,44,30,844,230,10,10,3
697,349,3093,0.06,12,O,6,35.5,44,30,844,231,1,1,4
698,349,3098,0.44,12,O,9,36.2,44,30,844,232,3,3,4
699,349,3094,0.44,12,O,8,36.6,44,30,844,233,2,2,4
700,349,3095,0.06,12,O,7,36.1,44,30,844,234,1,1,4
701,349,3094,0.31,12,O,12,38,44,30,844,235,1,1,4
702,347,3093,0.13,12,O,3,35.4,44,30,844,236,2,2,4
703,347,3091,0.06,12,O,5,36.2,44,30,844,237,3,3,4
704,347,3089,0.19,12,O,19,38.2,44,30,844,238,5,5,4
705,347,3092,0.31,12,O,2,38.2,44,30,844,239,4,4,4
706,347,3092,0.19,12,O,4,38.2,44,30,844,240,6,6,4
707,347,3091,0.19,12,O,3,38.2,44,30,844,241,1,1,4
708,347,3090,0.06,12,O,2,38.2,44,30,844,242,2,2,4
709,347,3091,0.19,12,O,10,40.02,44,30,844,243,15,15,4
710,347,3089,2.07,12,O,6,40.02,44,30,844,244,2,2,4
711,347,3092,1.12,12,O,9,40.02,44,30,844,245,3,3,4
712,347,3091,0,12,O,8,40.02,44,30,844,246,2,2,4
713,347,3090,0.56,12,O,7,40.02,44,30,844,247,1,1,4
714,347,3091,0.25,12,O,12,40.02,44,30,844,248,3,3,4
715,347,3089,0.74,12,O,3,40.02,44,30,844,249,5,5,4
716,347,3091,0.19,12,O,5,55.68,44,30,844,250,4,4,4
717,347,3089,0.68,12,O,19,55.68,44,30,844,251,6,6,4
718,347,3092,0.44,12,O,2,55.68,44,30,844,252,9,9,4
719,347,3089,0.31,12,O,4,55.68,44,30,844,253,8,8,4
720,347,3092,0.06,12,O,3,55.68,44,30,844,254,7,7,4
721,347,3092,0,12,O,2,55.68,44,30,844,255,12,12,4
722,347,3089,0,12,O,10,55.68,44,30,844,256,3,3,4
723,347,3091,0.12,12,O,2,55.68,44,30,844,257,5,5,4
724,347,3090,0.06,12,O,3,55.68,44,30,844,258,19,19,4
725,347,3091,0.12,12,O,2,55.68,44,30,844,259,2,2,4
726,347,3090,0.19,12,O,5,55.68,44,30,844,263,4,4,4
727,347,3091,0.38,12,O,4,55.68,44,30,844,263,3,3,4
728,347,3089,0.38,12,O,7,55.68,44,30,844,263,2,2,4
729,347,3092,0.19,12,O,1,55.68,44,30,844,263,10,10,4
730,344,3092,0.69,12,O,0,55.68,44,30,844,263,6,6,4
731,344,3092,0.63,12,O,2,55.68,44,30,844,263,9,9,4
732,344,3092,0.5,12,O,1,48.87,44,30,844,263,8,8,4
733,344,3091,0.75,12,O,3,48.87,44,30,844,263,7,7,4
734,344,3095,0.44,12,O,4,48.87,44,30,844,263,12,12,4
735,344,3089,0.25,12,O,6,45.12,44,30,844,263,3,3,4
736,344,3092,1.06,12,O,5,65.78,44,30,844,263,5,5,5
737,344,3092,0.5,12,O,4,65.78,44,30,844,263,4,4,5
738,344,3089,0.06,12,O,7,65.78,44,30,844,263,6,6,5
739,344,3092,0.31,12,O,1,65.78,44,30,844,263,9,9,5
740,344,3092,0.06,12,O,0,65.78,44,30,844,263,8,8,5
741,344,3091,0.19,12,O,2,65.78,44,30,844,263,7,7,5
742,344,3091,0.06,12,O,1,65.78,44,30,844,263,12,12,5
743,344,3093,0,12,O,3,65.78,44,30,846,263,3,3,5
744,344,3091,0,12,O,4,65.78,44,30,847,263,5,5,5
745,344,3090,0.06,12,O,6,65.78,44,30,848,263,19,19,5
746,344,3091,0,12,O,2,65.78,44,30,848,263,2,2,5
747,344,3089,0.31,12,O,1,65.78,44,30,849,263,4,4,5
748,345,3092,0.62,12,O,3,65.78,44,30,849,263,3,3,5
749,345,3094,0.31,12,O,4,65.78,44,30,849,263,0,0,5
750,345,3089,0.13,12,O,7,65.78,44,30,849,263,0,0,5
751,345,3092,0.19,12,O,8,65.78,44,30,849,263,0,0,5
752,345,3092,0,12,O,10,65.78,44,30,849,263,0,0,5
753,345,3089,0,12,O,1,65.78,44,30,849,263,0,0,5
754,345,3092,0.06,12,O,3,65.78,44,30,849,263,0,0,5
755,345,3092,0.06,12,O,2,65.78,44,30,849,263,0,0,5
756,345,3089,0.13,12,O,1,65.78,44,30,849,263,0,0,5
757,345,3092,0,12,O,1,65.78,44,30,849,263,0,0,5
758,345,3089,0.19,12,O,2,65.78,44,30,849,263,0,0,5
759,345,3083,0.06,12,O,3,35.5,44,30,849,263,0,0,5
760,345,3083,0.06,12,O,5,36.2,44,30,849,263,0,0,5
761,345,3080,0.12,12,O,4,36.6,44,30,849,263,0,0,5
762,345,3083,0,12,O,6,36.1,44,30,849,263,0,0,5
763,345,3083,0.06,12,O,1,38,44,30,849,263,0,0,5
764,345,3080,0.12,12,O,2,35.4,44,30,849,263,0,0,5
765,345,3083,0.19,12,O,15,36.2,44,30,849,263,0,0,5
766,345,3083,0.44,12,O,2,38.2,44,30,849,263,0,0,5
767,344,3084,0.31,12,O,3,38.2,44,30,849,263,0,0,5
768,340,3083,0.25,12,O,2,38.2,44,30,849,263,0,0,5
769,340,3083,0.13,12,O,1,38.2,44,30,849,263,0,0,5
770,341,3083,0.13,12,O,3,38.2,44,30,849,263,0,0,5
771,342,3080,0.12,12,O,5,38.2,44,30,852,263,0,0,5
772,342,3083,0,12,O,4,38.2,44,30,852,263,0,0,5
773,347,3080,0.82,12,O,6,38.2,44,30,852,263,0,0,5
774,351,3083,0.19,12,O,9,38.2,44,30,849,263,0,0,5
775,359,3081,0.44,12,O,8,42.56,44,30,849,263,0,0,5
776,359,3080,0.31,12,O,7,42.56,44,30,849,263,0,0,5
777,359,3081,0.5,12,O,12,42.56,44,30,849,263,0,0,5
778,359,3079,0.38,12,O,3,42.48,44,30,849,263,0,0,5
779,359,3082,0.5,12,O,5,42.48,44,30,849,263,0,0,5
780,359,3080,0.31,12,O,19,42.48,44,30,849,263,0,0,5
781,359,3080,0.38,12,O,2,42.48,44,30,849,263,0,0,5
782,359,3082,0.31,12,O,4,42.48,44,30,849,263,0,0,5
783,359,3082,0.13,12,O,3,42.48,44,30,849,263,0,0,5
784,359,3081,0.31,12,O,2,42.48,44,30,849,263,0,0,5
785,359,3080,0.12,12,O,10,42.48,44,30,849,263,0,0,5
786,359,3082,0.06,12,O,6,42.48,44,30,849,263,0,0,5
787,359,3081,0.19,12,O,9,41.96,44,30,849,263,0,0,5
788,359,3079,0.31,12,O,8,41.87,44,30,849,263,0,0,5
789,359,3078,0.37,12,O,7,35.39,44,30,849,263,0,0,5
790,359,3076,0.12,12,O,12,35.39,44,30,849,263,0,0,5
791,359,3079,0.5,12,O,12,35.39,44,30,849,263,0,0,5
792,359,3077,0,12,O,3,35.39,44,30,849,263,0,0,5
793,359,3076,0.31,12,O,5,35.39,44,30,849,263,0,0,5
794,359,3079,0.37,12,O,19,35.39,44,30,849,263,0,0,5
795,359,3076,0.44,12,O,2,30.9,44,30,849,263,0,0,5
796,359,3079,0.06,12,O,4,59.1,44,30,847,263,0,0,5
