FD,Concurrency,time,Apache_Child_Process,no. of processes,iowait,staytime,authenticated,transactions,deleted,failure,no. of connections,halfopen,Errors,memory
1474,10,421,5,333,8.06,3,7,7,44,0,880,120,O,20
1474,10,422,5,333,7.24,3,1,1,44,0,880,120,O,20
1472,10,423,5,333,3.94,3,0,0,44,0,880,120,O,20
1473,10,424,5,333,3.25,3,2,2,44,0,880,120,O,20
1474,10,425,5,333,4.57,3,1,1,44,0,880,120,O,20
1474,10,426,5,333,9.65,3,3,3,44,0,880,120,O,20
1474,10,427,5,333,7.59,3,4,4,44,0,880,120,O,20
1474,10,428,5,333,11.04,3,6,6,47,0,880,120,O,20
1472,10,429,5,333,7.21,3,2,2,44,0,880,120,O,20
1473,10,430,5,333,1.38,3,1,1,44,0,880,120,O,20
1474,10,431,5,333,1.31,3,3,3,44,0,880,120,O,20
1472,10,432,5,333,0.81,3,4,4,44,0,880,120,O,20
1477,10,433,5,333,1.18,3,7,7,44,0,880,120,O,20
1472,10,434,5,333,1.44,3,8,8,44,0,880,120,O,20
1473,10,435,5,334,1.49,3,10,10,44,0,880,120,O,20
1474,10,436,5,334,0.63,3,1,1,44,0,880,120,O,20
1472,10,437,5,334,0.69,3,3,3,44,0,880,120,O,20
1474,10,438,5,334,1.69,3,2,2,44,0,880,120,O,20
1471,10,439,5,334,1.44,3,1,1,44,0,880,120,O,20
1477,10,440,5,334,0.56,3,1,1,44,0,880,120,O,20
1471,10,441,5,334,1.56,3,2,2,44,0,880,120,O,20
1474,10,442,5,334,1.19,3,3,3,44,0,880,120,O,20
1471,10,443,5,334,0.31,3,5,5,44,0,880,120,O,20
1472,10,444,5,334,1.38,3,4,4,44,0,880,120,O,20
1474,10,445,5,334,0.12,3,6,6,44,0,880,120,O,20
1472,10,446,5,334,0,3,1,1,44,0,880,120,O,20
1471,10,447,5,334,0,3,2,2,44,0,880,120,O,20
1473,10,448,5,334,0,3,15,15,44,0,880,120,O,20
1472,10,449,5,334,0,3,2,2,44,0,880,120,O,20
1474,10,450,5,334,0.38,3,3,3,44,0,880,120,O,20
1472,10,451,5,334,0,3,2,2,44,0,880,120,O,20
1474,10,452,5,334,0,3,1,1,44,0,880,120,O,20
1472,10,453,5,334,0,3,3,3,44,0,880,120,O,20
1474,10,454,5,334,0.06,3,5,5,44,0,880,120,O,20
1473,10,455,5,334,0,3,4,4,44,0,880,120,O,20
1471,10,456,5,334,0.31,3,6,6,44,0,880,120,O,20
1474,10,457,5,334,0,3,9,9,44,0,880,120,O,20
1476,10,458,5,333,0,3,8,8,44,0,880,120,O,20
1474,10,459,5,333,0,3,7,7,44,0,880,120,O,20
1474,10,460,5,333,0,3,12,12,44,0,880,120,O,20
1471,10,461,5,335,0,3,3,3,44,0,880,120,O,20
1474,10,462,5,335,0.19,3,5,5,44,0,880,120,O,20
1476,10,463,5,335,0.12,3,19,19,44,0,880,120,O,20
1473,10,464,5,335,1.06,3,2,2,44,0,880,120,O,20
1473,10,465,5,335,0.37,3,4,4,44,0,880,120,O,20
1474,10,466,5,335,0.63,3,3,3,44,0,880,120,O,20
1472,10,467,5,335,2.24,3,2,2,44,0,880,120,O,20
1474,10,468,5,335,1.75,3,10,10,44,0,880,120,O,20
1474,10,469,5,335,1.13,3,0,0,44,0,880,120,O,20
1474,10,470,5,335,1.42,3,0,0,44,0,880,120,O,20
1474,10,471,5,335,5.02,3,0,0,44,0,880,120,O,20
1474,10,472,5,335,1.75,3,0,0,44,0,880,120,O,20
1474,10,473,5,335,4.31,3,0,0,44,0,880,120,O,20
1472,10,474,5,335,1.43,3,0,0,44,0,880,120,O,20
1474,10,475,5,335,0.87,3,0,0,44,0,880,120,O,20
1474,10,476,5,335,1.42,3,0,0,44,0,880,120,O,20
1474,10,477,5,335,2,3,0,0,44,0,880,120,O,20
1474,10,478,5,336,1.48,3,0,0,44,0,880,120,O,20
1474,10,479,5,336,1.18,3,0,0,44,0,880,120,O,20
1473,10,480,5,336,0.56,3,0,0,44,0,880,120,O,20
1472,10,481,5,336,0.62,3,0,0,44,0,880,120,O,20
1474,10,482,5,336,0.44,3,0,0,44,0,880,120,O,20
1474,10,483,5,336,0.5,3,0,0,44,0,880,120,O,20
1471,10,484,5,336,1.19,3,0,0,44,0,880,120,O,20
1477,10,485,5,336,0.62,3,0,0,44,0,880,120,O,20
1473,10,486,5,336,1.06,3,0,0,44,0,880,120,O,20
1474,10,487,5,338,1.55,3,0,0,44,0,880,120,O,20
1477,10,488,5,338,1.06,3,0,0,44,0,880,120,O,20
1474,10,489,5,338,1.67,3,0,0,44,0,880,120,O,20
1473,10,490,5,338,0.99,3,0,0,44,0,880,120,O,20
1472,10,491,5,338,1.37,3,0,0,44,0,880,120,O,20
1474,10,492,5,338,1.43,3,0,0,44,0,880,120,O,20
1474,10,493,5,338,1.24,3,0,0,44,0,880,120,O,20
1477,10,494,5,336,0.93,3,0,0,44,0,880,120,O,20
1474,10,495,5,336,0,3,0,0,44,0,880,120,O,20
1477,10,496,5,336,0.31,3,0,0,44,0,880,120,O,20
1474,10,497,5,336,0.19,3,0,0,44,0,880,120,O,20
1474,10,498,5,336,1.12,3,0,0,44,0,880,120,O,20
1471,10,499,5,336,0.68,3,0,0,44,0,880,120,O,20
1474,10,500,5,336,1.37,3,0,0,44,0,880,120,O,20
1474,10,501,5,336,0.5,3,0,0,44,0,880,120,O,20
1472,10,502,5,336,0.74,3,0,0,44,0,880,120,O,20
1474,10,503,5,336,0.44,3,0,0,44,0,880,120,O,20
1476,10,504,5,336,0.56,3,0,0,44,0,880,120,O,20
1474,10,505,5,336,0.55,3,0,0,44,0,880,120,O,20
1474,10,506,5,337,0.56,3,0,0,44,0,880,120,O,20
1472,10,507,5,337,0.25,3,0,0,44,0,880,120,O,20
1474,10,508,5,337,0.31,3,0,0,44,0,880,120,O,20
1476,10,509,5,337,0.31,3,0,0,44,0,880,120,O,20
1472,10,510,5,337,0.87,3,0,0,44,0,880,120,O,20
1473,10,511,5,341,0.43,3,0,0,44,0,880,120,O,20
1474,10,512,5,341,0.5,3,0,0,44,0,880,120,O,20
1472,10,513,5,341,2.96,3,0,0,44,0,880,120,O,20
1474,10,514,5,342,0.68,3,0,0,44,0,880,120,O,20
1474,10,515,5,341,0.44,3,0,0,44,0,880,120,O,20
1474,10,516,5,341,0.31,3,0,0,44,0,880,120,O,20
1471,10,517,5,341,0.5,3,0,0,44,0,880,120,O,20
1471,10,518,5,341,1.99,3,0,0,44,0,880,120,O,20
1473,10,519,5,341,0.57,3,0,0,44,0,880,120,O,20
1472,10,520,5,341,0.5,3,0,0,44,0,880,120,O,20
1476,10,521,5,341,0,3,0,0,44,0,880,120,O,20
1473,10,522,5,341,0,3,0,0,44,0,880,120,O,20
1471,10,523,5,341,0,3,0,0,44,0,880,120,O,20
1473,10,524,5,341,0,3,0,0,44,0,880,120,O,20
1471,10,525,5,341,0,3,0,0,44,0,880,120,O,20
1473,10,526,5,341,0.25,3,0,0,44,0,880,120,O,20
1477,10,527,5,341,0.19,3,0,0,44,0,880,120,O,20
1472,10,528,5,341,0.37,3,0,0,44,0,880,120,O,20
1474,10,529,5,341,0.25,3,0,0,44,0,880,120,O,20
1474,10,530,5,341,0.19,3,0,0,47,0,880,120,O,20
1472,10,531,5,341,0.25,3,0,0,44,0,880,120,O,20
1474,10,532,5,341,0.25,3,0,0,44,0,880,120,O,20
1474,10,533,5,341,1.31,3,0,0,44,0,880,120,O,20
1474,10,534,5,341,0.25,3,0,0,44,0,880,120,O,20
1472,10,535,5,341,0.5,3,0,0,44,0,880,120,O,20
1471,10,536,5,341,0.43,3,0,0,44,0,880,120,O,20
1473,10,537,5,341,0.19,3,0,0,44,0,880,120,O,20
1474,10,538,5,338,0.5,3,0,0,44,0,880,120,O,20
1474,10,539,5,338,0.12,3,0,0,44,0,880,120,O,20
1474,10,540,5,338,0.06,3,0,0,44,0,880,120,O,20
1472,10,541,5,341,0.06,3,0,0,44,0,880,120,O,20
1474,10,542,5,341,0.44,3,0,0,44,0,880,120,O,20
1473,10,543,5,341,0.12,3,0,0,44,0,880,120,O,20
1472,10,544,5,341,0.44,3,0,0,44,0,880,120,O,20
1477,10,545,5,341,0.75,3,0,0,44,0,880,120,O,20
1474,10,546,5,341,0.44,3,0,0,44,0,880,120,O,20
1471,10,547,5,341,0.13,3,1,1,44,0,880,120,O,20
1472,10,548,5,341,0.19,3,2,2,44,0,880,120,O,20
1474,10,549,5,342,0.37,3,5,5,44,0,880,120,O,20
1473,10,550,5,342,0.25,3,7,7,44,0,880,120,O,20
1472,10,551,5,342,0.25,3,4,4,44,0,880,120,O,20
1474,10,552,5,342,0.19,3,3,3,44,0,880,120,O,20
1474,10,553,5,342,0.31,3,2,2,44,0,880,120,O,20
1473,10,554,5,342,0.25,3,10,10,44,0,880,120,O,20
1474,10,555,5,343,0.06,3,6,6,44,0,880,120,O,20
1472,10,556,5,343,0,3,9,9,44,0,880,120,O,20
1473,10,557,5,343,0.25,3,8,8,44,0,880,120,O,20
1474,10,558,5,343,0.63,3,7,7,44,0,880,120,O,20
1472,10,559,5,343,0.81,3,12,12,44,0,880,120,O,20
1473,10,560,5,343,1.06,3,3,3,44,0,880,120,O,20
1473,10,561,5,343,0.19,3,5,5,44,0,880,120,O,20
1474,10,562,5,343,0.19,3,19,19,44,0,880,120,O,20
1471,10,563,5,340,0.25,3,2,2,44,0,880,120,O,20
1474,10,564,5,340,0.19,3,4,4,44,0,880,120,O,20
1474,10,565,5,343,0.25,3,3,3,44,0,880,120,O,20
1474,10,566,5,343,0.56,3,2,2,44,0,880,120,O,20
1472,10,567,5,343,0.31,3,10,10,44,0,880,120,O,20
1474,10,568,5,343,0.31,3,2,2,44,0,880,120,O,20
1474,10,569,5,343,0.31,3,3,3,44,0,880,120,O,20
1474,10,570,5,343,0.06,3,2,2,44,0,880,120,O,20
1471,10,571,5,343,0,3,5,5,44,0,880,120,O,20
1474,10,572,5,343,0,2,4,4,44,0,880,120,O,20
1474,10,573,5,343,0.19,2,7,7,44,0,880,120,O,20
1474,10,574,5,343,0.5,2,1,1,44,0,880,120,O,20
1477,10,575,5,343,0.56,2,0,0,44,0,880,120,O,20
1474,10,576,5,343,0.5,2,2,2,44,0,880,120,O,20
1472,10,577,5,343,0.19,2,1,1,44,0,880,120,O,20
1474,10,578,5,343,0.31,2,3,3,44,0,880,120,O,20
1471,10,579,5,343,0.12,2,4,4,44,0,880,120,O,20
1474,10,580,5,343,0.99,2,6,6,44,0,880,120,O,20
1474,10,581,5,343,0.19,2,5,5,44,0,880,120,O,20
1474,10,582,5,343,0.25,2,4,4,44,0,880,120,O,20
1472,10,583,5,343,0.25,2,7,7,47,0,880,120,O,20
1472,10,584,5,343,0.19,2,1,1,44,0,880,120,O,20
1473,10,585,5,343,0.06,2,0,0,44,0,880,120,O,20
1472,10,586,5,343,0,2,2,2,44,0,880,120,O,20
1474,10,587,5,343,0,2,1,1,44,0,880,120,O,20
1474,10,588,5,343,0,2,3,3,44,0,880,120,O,20
1474,10,589,5,343,0.19,2,4,4,44,0,880,120,O,20
1474,10,590,5,343,0.43,2,6,6,44,0,880,120,O,20
1452,10,591,5,343,0.44,2,2,2,44,0,880,120,O,20
1451,10,592,5,343,0.32,2,1,1,44,0,880,120,O,20
1432,10,593,5,343,0.44,2,3,3,44,0,880,120,O,20
1457,10,594,5,340,0.87,2,4,4,44,0,880,120,O,20
1464,10,595,5,340,1.61,2,7,7,44,0,880,120,O,20
1466,10,596,5,340,0.44,2,8,8,44,0,880,120,O,20
1464,10,597,5,340,1.07,2,10,10,44,0,880,120,O,20
1463,10,598,5,340,0.62,2,1,1,44,0,880,120,O,20
1463,10,599,5,340,0.69,2,3,3,44,0,880,120,O,20
1464,10,600,5,340,0.87,2,2,2,44,0,880,120,O,20
1464,10,601,5,340,0.31,2,1,1,44,0,880,120,O,20
1465,10,602,5,340,0,2,1,1,44,0,880,120,O,20
1466,10,603,5,340,0.31,2,2,2,45,0,880,120,O,20
1467,10,604,5,340,1.18,2,3,3,44,0,880,120,O,20
1465,10,605,5,340,1.37,2,5,5,44,0,880,120,O,20
1469,10,606,5,340,1.3,2,4,4,44,0,880,120,O,20
1464,10,607,5,340,1.25,2,6,6,44,0,880,120,O,20
1464,10,608,5,340,1.74,2,1,1,44,0,880,120,O,20
1467,10,609,5,340,1.86,2,2,2,44,0,880,120,O,20
1467,10,610,5,340,1.43,2,15,15,44,0,880,120,O,20
1465,10,611,5,340,1.18,2,2,2,44,0,880,120,O,20
1464,10,612,5,340,1.3,2,3,3,44,0,880,120,O,20
1465,10,613,5,340,1.81,2,2,2,44,0,880,120,O,20
1467,10,614,5,340,1.93,2,1,1,44,0,880,120,O,20
1467,10,615,5,340,3.24,2,3,3,44,0,880,120,O,20
1474,10,616,5,340,1.19,2,5,5,44,0,880,120,O,20
1473,10,617,5,339,1.61,2,4,4,44,0,880,120,O,20
1472,10,618,5,339,1.25,2,6,6,44,0,880,120,O,20
1474,10,619,5,339,1.45,2,9,9,44,0,880,120,O,20
1475,10,620,5,339,2.65,2,8,8,44,0,880,120,O,20
1470,10,621,5,339,5.65,2,7,7,44,0,880,120,O,20
1472,10,622,5,339,3.28,2,12,12,44,0,880,120,O,20
1477,10,623,5,339,2.36,2,3,3,44,0,880,120,O,20
1473,10,624,5,340,1.49,2,5,5,44,0,880,120,O,20
1472,10,625,5,340,2.3,2,19,19,44,0,880,120,O,20
1473,10,626,5,339,1.8,2,2,2,44,0,880,120,O,20
1472,10,627,5,339,0.5,2,4,4,44,0,880,120,O,20
1474,10,628,5,339,0.62,2,3,3,44,0,880,120,O,20
1472,10,629,5,339,1,2,2,2,44,0,880,120,O,20
1474,10,630,5,339,1.37,2,10,10,44,0,880,120,O,20
1473,10,631,5,339,1.11,2,6,6,44,0,880,120,O,20
1472,10,632,5,339,0.8,2,9,9,44,0,880,120,O,20
1474,10,633,5,340,0.56,2,8,8,44,0,880,120,O,20
1476,10,634,5,340,0.44,2,7,7,44,0,880,120,O,20
1471,10,635,5,340,0.81,2,12,12,44,0,880,120,O,20
1472,10,636,5,340,0.81,2,3,3,44,0,880,120,O,20
1472,10,637,5,340,0.8,2,5,5,44,0,880,120,O,20
1473,10,638,5,340,0.93,2,4,4,44,0,880,120,O,20
1477,10,639,5,340,0.5,2,6,6,44,0,880,120,O,20
1470,10,640,5,340,1.18,2,9,9,44,0,880,120,O,20
1473,10,641,5,339,0.25,2,8,8,44,0,880,120,O,20
1472,10,642,5,339,0,2,7,7,44,0,880,120,O,20
1476,10,643,5,339,0,2,12,12,44,0,880,120,O,20
1471,10,644,5,339,0,2,3,3,44,0,880,120,O,20
1471,10,645,5,339,0,2,5,5,44,0,880,120,O,20
1473,10,646,5,339,0.87,2,19,19,44,0,880,120,O,20
1473,10,647,5,339,2.23,2,2,2,44,0,880,120,O,20
1472,10,648,5,340,0.56,2,4,4,44,0,880,120,O,20
1477,10,649,5,340,0.31,2,3,3,44,0,880,120,O,20
1473,10,650,5,340,1.17,2,4,4,44,0,880,120,O,20
1474,10,651,5,340,1.3,2,3,3,44,0,880,120,O,20
1471,10,652,5,340,1.31,2,2,2,44,0,880,120,O,20
1474,10,653,5,339,1.25,2,10,10,44,0,880,120,O,20
1472,10,654,5,339,1.25,2,6,6,44,0,880,120,O,20
1472,10,655,5,339,1.49,2,9,9,44,0,880,120,O,20
1473,10,656,5,339,2.24,2,8,8,44,0,880,120,O,20
1474,10,657,5,339,1.38,2,7,7,44,0,880,120,O,20
1472,20,658,5,339,1.31,2,12,12,44,0,880,120,O,20
1474,20,659,5,339,0,2,3,3,44,0,880,120,O,20
1471,20,660,5,339,0,2,5,5,44,0,880,120,O,20
1474,20,661,5,339,0.19,2,19,19,44,0,880,120,O,20
1472,20,662,5,339,0.5,2,2,2,44,0,880,120,O,20
1473,20,663,5,339,1.87,2,4,4,44,0,880,120,O,20
1471,20,664,5,339,0.75,2,3,3,44,0,880,120,O,20
1472,20,665,5,339,0.69,2,2,2,44,0,880,120,O,20
1474,20,666,5,339,0.37,2,10,10,44,0,880,120,O,20
1474,20,667,5,339,0.19,2,2,2,44,0,880,120,O,20
1472,20,668,5,339,0.5,2,3,3,44,0,880,120,O,20
1476,20,669,5,339,0.31,2,2,2,44,0,880,120,O,20
1474,20,670,5,339,0.38,2,5,5,44,0,880,120,O,20
1474,20,671,5,339,0.87,2,4,4,44,0,880,120,O,20
1472,20,672,5,339,0.62,2,7,7,44,0,880,120,O,20
1474,20,673,5,339,0.25,2,1,1,44,0,880,120,O,20
1473,20,674,5,339,0.38,2,0,0,44,0,880,120,O,20
1472,20,675,5,339,0.38,2,2,2,44,0,880,120,O,20
1474,20,676,5,339,1.37,2,1,1,44,0,880,120,O,21
1471,20,677,5,339,0.25,2,3,3,44,0,880,120,O,21
1473,20,678,5,340,0.38,2,4,4,44,0,880,120,O,21
1471,20,679,5,340,0.62,2,6,6,44,0,880,120,O,21
1471,20,680,5,340,0.31,2,5,5,44,0,880,120,O,21
1472,20,681,5,340,2.93,2,4,4,44,0,880,120,O,21
1474,20,682,5,340,4.11,2,7,7,44,0,880,120,O,21
1474,20,683,5,339,6.52,2,1,1,44,0,880,120,O,21
1474,20,684,5,339,7.69,2,0,0,44,0,880,120,O,21
1473,20,685,5,339,17.18,2,2,2,44,0,880,120,O,21
1473,20,686,5,339,18.01,2,1,1,44,0,880,120,O,21
1476,20,687,5,339,19.06,2,3,3,44,0,880,120,O,21
1474,20,688,5,339,20.25,2,4,4,44,0,880,120,O,21
1474,20,689,5,339,25.66,2,6,6,44,0,880,120,O,20
1474,20,690,5,339,14.52,2,2,2,44,0,880,120,O,20
1474,20,691,5,339,0,2,1,1,44,0,880,120,O,20
1473,20,692,5,339,0,2,3,3,44,0,880,120,O,20
1472,20,693,5,339,0,2,4,4,44,0,880,120,O,20
1471,20,694,5,339,0,2,7,7,44,0,880,120,O,20
1473,20,695,5,339,0,2,8,8,44,0,880,120,O,20
1472,20,696,5,339,0.13,9,10,10,44,0,880,120,O,20
1473,20,697,5,339,0,4,1,1,44,0,880,120,O,20
1474,20,698,5,339,0,4,3,3,44,0,880,120,O,20
1475,20,699,5,339,0,4,2,2,44,0,880,120,O,20
1477,20,700,5,339,0,4,1,1,44,0,880,120,O,20
1474,20,701,5,338,0.13,4,1,1,44,0,880,120,O,20
1474,20,702,5,338,0,4,2,2,44,0,880,120,O,20
1474,20,703,5,338,0,4,3,3,44,0,880,120,O,20
1474,20,704,5,338,0,4,5,5,44,0,880,120,O,20
1472,20,705,5,338,0,4,4,4,44,0,880,120,O,20
1473,20,706,5,338,0.06,4,6,6,44,0,880,120,O,20
1473,20,707,5,338,0,4,1,1,44,0,880,120,O,20
1474,20,708,5,338,0.06,4,2,2,44,0,880,120,O,20
1476,20,709,5,338,0,4,15,15,44,0,880,120,O,20
1474,20,710,5,338,0.31,4,2,2,44,0,880,120,O,20
1473,20,711,5,338,1.82,4,3,3,44,0,880,120,O,20
1474,20,712,5,338,0.12,4,2,2,44,0,880,120,O,20
1474,20,713,5,338,0,4,1,1,44,0,880,120,O,20
1474,20,714,5,338,0,4,3,3,44,0,880,120,O,20
1473,20,715,5,338,0,4,5,5,44,0,880,120,O,20
1474,20,716,5,338,0.19,4,4,4,44,0,880,120,O,20
1472,20,717,5,338,0,4,6,6,44,0,880,120,O,20
1474,20,718,5,338,0,4,9,9,44,0,880,120,O,20
1474,20,719,5,338,0,4,8,8,44,0,880,120,O,20
1476,20,720,5,338,0,4,7,7,44,0,880,120,O,20
1473,20,721,5,338,0.31,4,12,12,44,0,880,120,O,20
1473,20,722,5,338,0,4,3,3,44,0,880,120,O,20
1474,20,723,5,338,0,4,5,5,44,0,880,120,O,20
1474,20,724,5,338,0,4,19,19,44,0,880,120,O,20
1474,20,725,5,338,0,4,2,2,44,0,880,120,O,20
1471,20,726,5,338,0.19,4,4,4,44,0,880,120,O,20
1471,20,727,5,338,0,4,3,3,44,0,880,120,O,20
1474,20,728,5,338,1.94,4,2,2,44,0,880,120,O,20
1472,20,729,5,338,0.19,4,10,10,44,0,880,120,O,20
1475,20,730,5,338,0.69,4,6,6,44,0,880,120,O,20
1476,20,731,5,338,2.26,4,9,9,44,0,880,120,O,20
1471,20,732,5,338,2.57,4,8,8,44,0,880,120,O,20
1474,20,733,5,338,2.82,4,7,7,44,0,880,120,O,20
1472,20,734,5,338,1.44,4,12,12,44,0,880,120,O,20
1471,20,735,5,338,1.94,4,3,3,44,0,880,120,O,20
1473,20,736,5,338,4.58,10,5,5,44,0,880,120,O,20
1474,20,737,5,338,1.25,10,4,4,44,0,880,120,O,20
1473,20,738,5,338,0.62,10,6,6,44,0,880,120,O,20
1474,20,739,5,338,0,10,9,9,44,0,880,120,O,20
1471,20,740,5,338,0,10,8,8,44,0,878,120,O,20
1474,20,741,5,338,0.19,10,7,7,44,0,878,120,O,20
1474,20,742,5,338,0.56,10,12,12,44,0,878,120,O,20
1472,20,743,5,338,0,10,3,3,44,0,878,120,O,20
1474,20,744,5,338,0.06,10,5,5,44,0,878,120,O,20
1474,20,745,5,338,0,10,19,19,44,0,878,120,O,20
1471,20,746,5,338,0.56,10,2,2,44,0,878,120,O,20
1476,20,747,5,338,0.31,10,4,4,44,0,878,120,O,20
1474,20,748,5,338,0,10,3,3,44,0,878,120,O,20
1472,20,749,5,338,0,9,0,0,44,0,878,120,O,20
1477,20,750,5,338,0.06,9,0,0,44,0,878,120,O,20
1475,20,751,5,338,0.06,9,0,0,44,0,878,120,O,20
1471,20,752,5,338,0,9,0,0,44,0,878,120,O,20
1473,20,753,5,338,0,9,0,0,44,0,878,120,O,20
1473,20,754,5,338,0,9,0,0,44,0,878,120,O,20
1472,20,755,5,338,0,9,0,0,44,0,878,120,O,20
1474,20,756,5,338,0.13,9,0,0,44,0,878,120,O,20
1474,20,757,5,338,1.94,9,0,0,44,0,878,120,O,20
1472,20,758,5,338,0,9,0,0,44,0,878,120,O,20
1473,20,759,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,760,5,335,0,9,0,0,44,0,878,120,O,20
1472,20,761,5,335,0,9,0,0,44,0,878,120,O,20
1477,20,762,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,763,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,764,5,335,0,9,0,0,44,0,878,120,O,20
1472,20,765,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,766,5,335,0,9,0,0,44,0,878,120,O,20
1472,20,767,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,768,5,335,0,9,0,0,44,0,878,120,O,20
1472,20,769,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,770,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,771,5,335,0,9,0,0,44,0,878,120,O,20
1477,20,772,5,335,0,9,0,0,44,0,878,120,O,20
1471,20,773,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,774,5,335,1.88,9,0,0,44,0,878,120,O,20
1474,20,775,5,335,0.31,9,0,0,44,0,878,120,O,20
1471,20,776,5,335,0.94,9,0,0,44,0,878,120,O,20
1472,20,777,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,778,5,335,0.69,9,0,0,44,0,878,120,O,20
1474,20,779,5,335,0.44,9,0,0,44,0,878,120,O,20
1472,20,780,5,335,0.62,9,0,0,44,0,878,120,O,20
1474,20,781,5,335,0.56,9,0,0,44,0,878,120,O,20
1471,20,782,5,335,0.38,9,0,0,44,0,878,120,O,20
1476,20,783,5,335,0,9,0,0,44,0,878,120,O,20
1471,20,784,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,785,5,335,0,9,0,0,44,0,878,120,O,20
1471,20,786,5,335,0,9,0,0,44,0,878,120,O,20
1474,20,787,5,335,0,9,0,0,44,0,878,120,O,20
1472,20,788,5,334,0.06,9,0,0,44,0,878,120,O,20
1474,20,789,5,334,0,9,0,0,44,0,878,120,O,20
1474,20,790,5,334,0,9,0,0,44,0,878,120,O,20
1474,20,791,5,334,0,9,0,0,44,0,878,120,O,20
1472,20,792,5,334,0.62,9,0,0,44,0,878,120,O,20
1474,20,793,5,334,0.06,9,0,0,44,0,878,120,O,20
1471,20,794,5,334,0.25,9,0,0,44,0,878,120,O,20
1474,20,795,5,334,0,9,0,0,44,0,878,120,O,20
1472,20,796,5,334,0.44,9,0,0,44,0,878,120,O,20
1473,20,797,5,334,0,9,0,0,44,0,878,120,O,20
1474,20,798,5,334,0,9,0,0,44,0,878,120,O,20
1471,20,799,5,334,0.19,9,0,0,44,0,878,120,O,20
1474,20,800,5,334,0,9,0,0,44,0,878,120,O,20
1474,20,801,5,334,0,9,0,0,44,0,878,120,O,20
1474,20,802,5,334,0.06,9,0,0,44,0,878,120,O,20
1472,20,803,5,334,0,9,0,0,44,0,878,120,O,20
1474,20,804,5,334,0.98,9,0,0,44,0,878,120,O,20
1474,20,805,5,334,0,9,0,0,44,0,878,120,O,20
1475,20,806,5,334,0,9,0,0,44,0,878,120,O,20
1471,20,807,5,334,0,9,0,0,44,0,878,120,O,20
1472,20,808,5,334,0.56,9,0,0,44,0,878,120,O,20
1472,20,809,5,334,0,9,0,0,44,0,878,120,O,20
1473,20,810,5,334,0,9,0,0,44,0,878,120,O,20
1472,20,811,5,334,0.5,9,0,0,44,0,878,120,O,20
1471,20,812,5,334,0,9,0,0,44,0,878,120,O,20
1476,20,813,5,334,0,9,0,0,44,0,878,120,O,20
1472,20,814,5,334,0,9,0,0,44,0,878,120,O,20
1471,20,815,5,334,0.37,9,0,0,44,0,878,120,O,20
1473,20,816,5,334,0.31,9,0,0,44,0,878,120,O,20
1472,20,817,5,333,0,9,0,0,44,0,878,120,O,20
1474,20,818,5,333,0,9,0,0,47,0,878,120,O,20
1473,20,819,5,333,0,9,0,0,44,0,878,120,O,20
1472,20,820,5,333,0,9,0,0,44,0,878,120,O,20
1476,20,821,5,333,0.25,9,0,0,44,0,878,120,O,20
1473,20,822,5,333,0,9,0,0,44,0,878,120,O,20
1475,20,823,5,333,0,9,0,0,44,0,878,120,O,20
1475,20,824,5,333,0,9,0,0,44,0,878,120,O,20
1472,20,825,5,333,0,9,0,0,44,0,878,120,O,20
1476,20,826,5,333,0,9,0,0,44,0,878,120,O,20
1471,20,827,5,333,0.12,9,0,0,44,0,878,120,O,20
1472,20,828,5,333,0,9,0,0,44,0,878,120,O,20
1474,20,829,5,333,0,9,0,0,44,0,878,120,O,20
1470,20,830,5,333,0,9,0,0,44,0,878,120,O,21
1474,20,831,5,332,0,9,0,0,44,0,878,120,O,21
1474,20,832,5,332,0.13,9,0,0,44,0,878,120,O,21
1472,20,833,5,332,0,9,0,0,44,0,878,120,O,21
1473,20,834,5,332,0,9,0,0,44,0,878,120,O,21
1472,20,835,5,332,0.56,9,0,0,44,0,878,120,O,21
1474,20,836,5,332,0,9,0,0,44,0,878,120,O,21
1473,20,837,5,332,0,9,0,0,44,0,878,120,O,21
1471,20,838,5,332,0.06,9,0,0,44,0,878,120,O,21
1473,20,839,5,332,0,9,0,0,44,0,878,120,O,21
1473,20,840,5,332,0,9,0,0,44,0,878,120,O,21
1474,20,841,5,332,0,9,0,0,44,0,878,125,O,21
1474,20,842,5,332,0,9,0,0,44,0,878,125,O,21
1471,20,843,5,332,0,9,0,0,44,0,878,125,O,21
1472,20,844,5,332,0,9,0,0,44,0,878,125,O,21
1473,20,845,5,332,0,9,0,0,44,0,878,125,O,21
1474,20,846,5,332,0,9,0,0,44,0,878,125,O,21
1473,20,847,5,332,0,9,0,0,44,0,878,125,O,21
1474,20,848,5,332,0,9,0,0,44,0,878,125,O,21
1473,20,849,5,332,0,9,0,0,44,0,878,125,O,21
1470,20,850,6,332,0,9,0,0,44,0,878,125,O,21
